Week ,Day,Arrival,,,,,
6,Sat,19:01:09,11:01:09,,,,
6,Sat,19:01:27,11:01:27,,,,
6,Sat,19:02:38,11:02:38,,,,
6,Sat,19:03:07,11:03:07,,,,
6,Sat,19:03:15,11:03:15,,,,
6,Sat,19:03:24,11:03:24,,,,
6,Sat,19:03:41,11:03:41,,,,
6,Sat,19:03:44,11:03:44,,,,
6,Sat,19:04:17,11:04:17,,,,
6,Sat,19:04:19,11:04:19,,,,
6,Sat,19:04:46,11:04:46,,,,
6,Sat,19:04:53,11:04:53,,,,
6,Sat,19:05:03,11:05:03,,,,
6,Sat,19:05:15,11:05:15,,,,
6,Sat,19:06:11,11:06:11,,,,
6,Sat,19:06:12,11:06:12,,,,
6,Sat,19:06:56,11:06:56,,,,
6,Sat,19:07:38,11:07:38,,,,
6,Sat,19:07:54,11:07:54,,,,
6,Sat,19:08:40,11:08:40,,,,
6,Sat,19:08:54,11:08:54,,,,
6,Sat,19:08:54,11:08:54,,,,
6,Sat,19:09:09,11:09:09,,,,
6,Sat,19:09:25,11:09:25,,,,
6,Sat,19:09:31,11:09:31,,,,
6,Sat,19:10:07,11:10:07,,,,
6,Sat,19:10:13,11:10:13,,,,
6,Sat,19:10:20,11:10:20,,,,
6,Sat,19:11:40,11:11:40,,,,
6,Sat,19:11:46,11:11:46,,,,
6,Sat,19:12:16,11:12:16,,,,
6,Sat,19:12:24,11:12:24,,,,
6,Sat,19:12:32,11:12:32,,,,
6,Sat,19:13:03,11:13:03,,,,
6,Sat,19:13:46,11:13:46,,,,
6,Sat,19:13:54,11:13:54,,,,
6,Sat,19:14:22,11:14:22,,,,
6,Sat,19:14:50,11:14:50,,,,
6,Sat,19:14:53,11:14:53,,,,
6,Sat,19:15:55,11:15:55,,,,
6,Sat,19:16:06,11:16:06,,,,
6,Sat,19:16:27,11:16:27,,,,
6,Sat,19:16:50,11:16:50,,,,
6,Sat,19:17:02,11:17:02,,,,
6,Sat,19:17:21,11:17:21,,,,
6,Sat,19:17:52,11:17:52,,,,
6,Sat,19:18:06,11:18:06,,,,
6,Sat,19:18:06,11:18:06,,,,
6,Sat,19:18:17,11:18:17,,,,
6,Sat,19:18:38,11:18:38,,,,
6,Sat,19:19:29,11:19:29,,,,
6,Sat,19:19:30,11:19:30,,,,
6,Sat,19:19:38,11:19:38,,,,
6,Sat,19:20:51,11:20:51,,,,
6,Sat,19:21:52,11:21:52,,,,
6,Sat,19:21:56,11:21:56,,,,
6,Sat,19:22:55,11:22:55,,,,
6,Sat,19:22:58,11:22:58,,,,
6,Sat,19:23:18,11:23:18,,,,
6,Sat,19:23:30,11:23:30,,,,
6,Sat,19:23:43,11:23:43,,,,
6,Sat,19:24:00,11:24:00,,,,
6,Sat,19:24:05,11:24:05,,,,
6,Sat,19:24:40,11:24:40,,,,
6,Sat,19:24:56,11:24:56,,,,
6,Sat,19:25:07,11:25:07,,,,
6,Sat,19:25:31,11:25:31,,,,
6,Sat,19:26:00,11:26:00,,,,
6,Sat,19:26:04,11:26:04,,,,
6,Sat,19:26:19,11:26:19,,,,
6,Sat,19:26:21,11:26:21,,,,
6,Sat,19:26:33,11:26:33,,,,
6,Sat,19:27:04,11:27:04,,,,
6,Sat,19:27:20,11:27:20,,,,
6,Sat,19:27:49,11:27:49,,,,
6,Sat,19:28:09,11:28:09,,,,
6,Sat,19:28:12,11:28:12,,,,
6,Sat,19:28:31,11:28:31,,,,
6,Sat,19:28:33,11:28:33,,,,
6,Sat,19:28:41,11:28:41,,,,
6,Sat,19:29:30,11:29:30,,,,
6,Sat,19:29:54,11:29:54,,,,
6,Sat,19:30:09,11:30:09,,,,
6,Sat,19:30:16,11:30:16,,,,
6,Sat,19:31:22,11:31:22,,,,
6,Sat,19:31:30,11:31:30,,,,
6,Sat,19:31:32,11:31:32,,,,
6,Sat,19:31:32,11:31:32,,,,
6,Sat,19:32:02,11:32:02,,,,
6,Sat,19:32:09,11:32:09,,,,
6,Sat,19:32:13,11:32:13,,,,
6,Sat,19:32:22,11:32:22,,,,
6,Sat,19:32:42,11:32:42,,,,
6,Sat,19:32:50,11:32:50,,,,
6,Sat,19:33:02,11:33:02,,,,
6,Sat,19:33:03,11:33:03,,,,
6,Sat,19:33:18,11:33:18,,,,
6,Sat,19:33:23,11:33:23,,,,
6,Sat,19:34:32,11:34:32,,,,
6,Sat,19:35:35,11:35:35,,,,
6,Sat,19:36:21,11:36:21,,,,
6,Sat,19:37:52,11:37:52,,,,
6,Sat,19:37:59,11:37:59,,,,
6,Sat,19:38:07,11:38:07,,,,
6,Sat,19:38:16,11:38:16,,,,
6,Sat,19:38:18,11:38:18,,,,
6,Sat,19:38:23,11:38:23,,,,
6,Sat,19:39:34,11:39:34,,,,
6,Sat,19:39:36,11:39:36,,,,
6,Sat,19:39:53,11:39:53,,,,
6,Sat,19:40:06,11:40:06,,,,
6,Sat,19:40:37,11:40:37,,,,
6,Sat,19:41:09,11:41:09,,,,
6,Sat,19:41:10,11:41:10,,,,
6,Sat,19:41:25,11:41:25,,,,
6,Sat,19:41:42,11:41:42,,,,
6,Sat,19:41:46,11:41:46,,,,
6,Sat,19:41:56,11:41:56,,,,
6,Sat,19:42:15,11:42:15,,,,
6,Sat,19:42:17,11:42:17,,,,
6,Sat,19:42:29,11:42:29,,,,
6,Sat,19:42:44,11:42:44,,,,
6,Sat,19:43:20,11:43:20,,,,
6,Sat,19:43:47,11:43:47,,,,
6,Sat,19:44:16,11:44:16,,,,
6,Sat,19:44:26,11:44:26,,,,
6,Sat,19:44:44,11:44:44,,,,
6,Sat,19:44:57,11:44:57,,,,
6,Sat,19:45:15,11:45:15,,,,
6,Sat,19:45:54,11:45:54,,,,
6,Sat,19:46:02,11:46:02,,,,
6,Sat,19:46:08,11:46:08,,,,
6,Sat,19:46:13,11:46:13,,,,
6,Sat,19:46:22,11:46:22,,,,
6,Sat,19:46:58,11:46:58,,,,
6,Sat,19:47:12,11:47:12,,,,
6,Sat,19:47:22,11:47:22,,,,
6,Sat,19:47:27,11:47:27,,,,
6,Sat,19:48:27,11:48:27,,,,
6,Sat,19:48:34,11:48:34,,,,
6,Sat,19:48:58,11:48:58,,,,
6,Sat,19:49:03,11:49:03,,,,
6,Sat,19:49:09,11:49:09,,,,
6,Sat,19:49:32,11:49:32,,,,
6,Sat,19:49:37,11:49:37,,,,
6,Sat,19:49:46,11:49:46,,,,
6,Sat,19:49:50,11:49:50,,,,
6,Sat,19:49:50,11:49:50,,,,
6,Sat,19:50:22,11:50:22,,,,
6,Sat,19:50:33,11:50:33,,,,
6,Sat,19:51:39,11:51:39,,,,
6,Sat,19:51:46,11:51:46,,,,
6,Sat,19:52:05,11:52:05,,,,
6,Sat,19:52:06,11:52:06,,,,
6,Sat,19:52:40,11:52:40,,,,
6,Sat,19:52:58,11:52:58,,,,
6,Sat,19:53:02,11:53:02,,,,
6,Sat,19:53:40,11:53:40,,,,
6,Sat,19:53:54,11:53:54,,,,
6,Sat,19:53:56,11:53:56,,,,
6,Sat,19:55:09,11:55:09,,,,
6,Sat,19:55:15,11:55:15,,,,
6,Sat,19:55:46,11:55:46,,,,
6,Sat,19:56:07,11:56:07,,,,
6,Sat,19:56:58,11:56:58,,,,
6,Sat,19:57:06,11:57:06,,,,
6,Sat,19:57:20,11:57:20,,,,
6,Sat,19:57:35,11:57:35,,,,
6,Sat,19:57:49,11:57:49,,,,
6,Sat,19:58:05,11:58:05,,,,
6,Sat,19:58:11,11:58:11,,,,
6,Sat,19:58:23,11:58:23,,,,
6,Sat,19:58:51,11:58:51,,,,
6,Sat,19:58:56,11:58:56,,,,
6,Sat,19:59:20,11:59:20,,,,
6,Sat,19:59:59,11:59:59,,,,
6,Sat,20:00:21,12:00:21,,,,
6,Sat,20:00:27,12:00:27,,,,
6,Sat,20:00:31,12:00:31,,,,
6,Sat,20:00:36,12:00:36,,,,
6,Sat,20:00:47,12:00:47,,,,
6,Sat,20:00:50,12:00:50,,,,
6,Sat,20:01:43,12:01:43,,,,
6,Sat,20:01:59,12:01:59,,,,
6,Sat,20:02:00,12:02:00,,,,
6,Sat,20:02:24,12:02:24,,,,
6,Sat,20:02:27,12:02:27,,,,
6,Sat,20:02:39,12:02:39,,,,
6,Sat,20:02:49,12:02:49,,,,
6,Sat,20:03:35,12:03:35,,,,
6,Sat,20:03:51,12:03:51,,,,
6,Sat,20:04:03,12:04:03,,,,
6,Sat,20:04:13,12:04:13,,,,
6,Sat,20:04:17,12:04:17,,,,
6,Sat,20:04:59,12:04:59,,,,
6,Sat,20:05:07,12:05:07,,,,
6,Sat,20:05:32,12:05:32,,,,
6,Sat,20:05:39,12:05:39,,,,
6,Sat,20:06:10,12:06:10,,,,
6,Sat,20:06:46,12:06:46,,,,
6,Sat,20:06:53,12:06:53,,,,
6,Sat,20:08:04,12:08:04,,,,
6,Sat,20:08:31,12:08:31,,,,
6,Sat,20:08:39,12:08:39,,,,
6,Sat,20:08:43,12:08:43,,,,
6,Sat,20:09:15,12:09:15,,,,
6,Sat,20:09:32,12:09:32,,,,
6,Sat,20:09:39,12:09:39,,,,
6,Sat,20:10:12,12:10:12,,,,
6,Sat,20:10:46,12:10:46,,,,
6,Sat,20:11:09,12:11:09,,,,
6,Sat,20:11:42,12:11:42,,,,
6,Sat,20:13:08,12:13:08,,,,
6,Sat,20:13:43,12:13:43,,,,
6,Sat,20:13:46,12:13:46,,,,
6,Sat,20:14:09,12:14:09,,,,
6,Sat,20:14:26,12:14:26,,,,
6,Sat,20:15:00,12:15:00,,,,
6,Sat,20:15:20,12:15:20,,,,
6,Sat,20:15:27,12:15:27,,,,
6,Sat,20:15:45,12:15:45,,,,
6,Sat,20:16:27,12:16:27,,,,
6,Sat,20:16:52,12:16:52,,,,
6,Sat,20:18:13,12:18:13,,,,
6,Sat,20:18:16,12:18:16,,,,
6,Sat,20:18:26,12:18:26,,,,
6,Sat,20:18:30,12:18:30,,,,
6,Sat,20:20:05,12:20:05,,,,
6,Sat,20:20:53,12:20:53,,,,
6,Sat,20:21:14,12:21:14,,,,
6,Sat,20:21:44,12:21:44,,,,
6,Sat,20:21:58,12:21:58,,,,
6,Sat,20:22:20,12:22:20,,,,
6,Sat,20:22:21,12:22:21,,,,
6,Sat,20:22:43,12:22:43,,,,
6,Sat,20:22:46,12:22:46,,,,
6,Sat,20:23:50,12:23:50,,,,
6,Sat,20:23:54,12:23:54,,,,
6,Sat,20:24:30,12:24:30,,,,
6,Sat,20:25:03,12:25:03,,,,
6,Sat,20:25:10,12:25:10,,,,
6,Sat,20:26:17,12:26:17,,,,
6,Sat,20:26:52,12:26:52,,,,
6,Sat,20:26:54,12:26:54,,,,
6,Sat,20:27:13,12:27:13,,,,
6,Sat,20:27:28,12:27:28,,,,
6,Sat,20:27:31,12:27:31,,,,
6,Sat,20:27:50,12:27:50,,,,
6,Sat,20:27:57,12:27:57,,,,
6,Sat,20:28:11,12:28:11,,,,
6,Sat,20:28:18,12:28:18,,,,
6,Sat,20:28:50,12:28:50,,,,
6,Sat,20:29:09,12:29:09,,,,
6,Sat,20:30:36,12:30:36,,,,
6,Sat,20:30:53,12:30:53,,,,
6,Sat,20:31:43,12:31:43,,,,
6,Sat,20:31:47,12:31:47,,,,
6,Sat,20:31:54,12:31:54,,,,
6,Sat,20:32:07,12:32:07,,,,
6,Sat,20:32:44,12:32:44,,,,
6,Sat,20:32:51,12:32:51,,,,
6,Sat,20:33:06,12:33:06,,,,
6,Sat,20:33:10,12:33:10,,,,
6,Sat,20:33:10,12:33:10,,,,
6,Sat,20:34:26,12:34:26,,,,
6,Sat,20:35:13,12:35:13,,,,
6,Sat,20:35:22,12:35:22,,,,
6,Sat,20:35:27,12:35:27,,,,
6,Sat,20:35:43,12:35:43,,,,
6,Sat,20:35:58,12:35:58,,,,
6,Sat,20:36:09,12:36:09,,,,
6,Sat,20:37:58,12:37:58,,,,
6,Sat,20:38:03,12:38:03,,,,
6,Sat,20:39:09,12:39:09,,,,
6,Sat,20:40:51,12:40:51,,,,
6,Sat,20:41:07,12:41:07,,,,
6,Sat,20:41:08,12:41:08,,,,
6,Sat,20:41:14,12:41:14,,,,
6,Sat,20:41:31,12:41:31,,,,
6,Sat,20:42:09,12:42:09,,,,
6,Sat,20:42:26,12:42:26,,,,
6,Sat,20:42:41,12:42:41,,,,
6,Sat,20:43:18,12:43:18,,,,
6,Sat,20:43:30,12:43:30,,,,
6,Sat,20:43:36,12:43:36,,,,
6,Sat,20:44:06,12:44:06,,,,
6,Sat,20:44:17,12:44:17,,,,
6,Sat,20:44:19,12:44:19,,,,
6,Sat,20:44:29,12:44:29,,,,
6,Sat,20:44:34,12:44:34,,,,
6,Sat,20:44:44,12:44:44,,,,
6,Sat,20:44:45,12:44:45,,,,
6,Sat,20:45:22,12:45:22,,,,
6,Sat,20:45:29,12:45:29,,,,
6,Sat,20:46:05,12:46:05,,,,
6,Sat,20:46:57,12:46:57,,,,
6,Sat,20:47:23,12:47:23,,,,
6,Sat,20:47:33,12:47:33,,,,
6,Sat,20:47:33,12:47:33,,,,
6,Sat,20:47:34,12:47:34,,,,
6,Sat,20:47:40,12:47:40,,,,
6,Sat,20:47:55,12:47:55,,,,
6,Sat,20:48:06,12:48:06,,,,
6,Sat,20:48:16,12:48:16,,,,
6,Sat,20:48:23,12:48:23,,,,
6,Sat,20:48:29,12:48:29,,,,
6,Sat,20:48:32,12:48:32,,,,
6,Sat,20:48:45,12:48:45,,,,
6,Sat,20:49:12,12:49:12,,,,
6,Sat,20:49:22,12:49:22,,,,
6,Sat,20:49:48,12:49:48,,,,
6,Sat,20:50:22,12:50:22,,,,
6,Sat,20:50:34,12:50:34,,,,
6,Sat,20:51:23,12:51:23,,,,
6,Sat,20:51:55,12:51:55,,,,
6,Sat,20:52:08,12:52:08,,,,
6,Sat,20:52:22,12:52:22,,,,
6,Sat,20:53:09,12:53:09,,,,
6,Sat,20:53:41,12:53:41,,,,
6,Sat,20:53:46,12:53:46,,,,
6,Sat,20:54:33,12:54:33,,,,
6,Sat,20:54:38,12:54:38,,,,
6,Sat,20:54:56,12:54:56,,,,
6,Sat,20:55:15,12:55:15,,,,
6,Sat,20:55:20,12:55:20,,,,
6,Sat,20:56:00,12:56:00,,,,
6,Sat,20:56:09,12:56:09,,,,
6,Sat,20:56:11,12:56:11,,,,
6,Sat,20:56:15,12:56:15,,,,
6,Sat,20:56:24,12:56:24,,,,
6,Sat,20:56:53,12:56:53,,,,
6,Sat,20:56:56,12:56:56,,,,
6,Sat,20:57:15,12:57:15,,,,
6,Sat,20:57:18,12:57:18,,,,
6,Sat,20:57:28,12:57:28,,,,
6,Sat,20:58:02,12:58:02,,,,
6,Sat,20:58:04,12:58:04,,,,
6,Sat,20:58:35,12:58:35,,,,
6,Sat,21:00:12,13:00:12,,,,
6,Sat,21:00:28,13:00:28,,,,
6,Sat,21:00:53,13:00:53,,,,
6,Sat,21:01:36,13:01:36,,,,
6,Sat,21:01:56,13:01:56,,,,
6,Sat,21:02:18,13:02:18,,,,
6,Sat,21:02:40,13:02:40,,,,
6,Sat,21:03:04,13:03:04,,,,
6,Sat,21:03:05,13:03:05,,,,
6,Sat,21:03:21,13:03:21,,,,
6,Sat,21:03:27,13:03:27,,,,
6,Sat,21:03:35,13:03:35,,,,
6,Sat,21:03:47,13:03:47,,,,
6,Sat,21:03:50,13:03:50,,,,
6,Sat,21:04:00,13:04:00,,,,
6,Sat,21:04:29,13:04:29,,,,
6,Sat,21:04:30,13:04:30,,,,
6,Sat,21:04:38,13:04:38,,,,
6,Sat,21:04:39,13:04:39,,,,
6,Sat,21:04:45,13:04:45,,,,
6,Sat,21:04:46,13:04:46,,,,
6,Sat,21:05:12,13:05:12,,,,
6,Sat,21:05:48,13:05:48,,,,
6,Sat,21:05:54,13:05:54,,,,
6,Sat,21:05:55,13:05:55,,,,
6,Sat,21:06:27,13:06:27,,,,
6,Sat,21:06:41,13:06:41,,,,
6,Sat,21:07:13,13:07:13,,,,
6,Sat,21:07:14,13:07:14,,,,
6,Sat,21:07:30,13:07:30,,,,
6,Sat,21:07:31,13:07:31,,,,
6,Sat,21:07:42,13:07:42,,,,
6,Sat,21:08:12,13:08:12,,,,
6,Sat,21:09:05,13:09:05,,,,
6,Sat,21:09:18,13:09:18,,,,
6,Sat,21:10:04,13:10:04,,,,
6,Sat,21:10:55,13:10:55,,,,
6,Sat,21:11:00,13:11:00,,,,
6,Sat,21:11:08,13:11:08,,,,
6,Sat,21:11:54,13:11:54,,,,
6,Sat,21:12:28,13:12:28,,,,
6,Sat,21:13:11,13:13:11,,,,
6,Sat,21:14:01,13:14:01,,,,
6,Sat,21:14:10,13:14:10,,,,
6,Sat,21:14:21,13:14:21,,,,
6,Sat,21:14:32,13:14:32,,,,
6,Sat,21:15:30,13:15:30,,,,
6,Sat,21:16:02,13:16:02,,,,
6,Sat,21:16:18,13:16:18,,,,
6,Sat,21:16:46,13:16:46,,,,
6,Sat,21:16:57,13:16:57,,,,
6,Sat,21:19:14,13:19:14,,,,
6,Sat,21:19:35,13:19:35,,,,
6,Sat,21:19:42,13:19:42,,,,
6,Sat,21:19:48,13:19:48,,,,
6,Sat,21:20:30,13:20:30,,,,
6,Sat,21:20:43,13:20:43,,,,
6,Sat,21:20:57,13:20:57,,,,
6,Sat,21:21:03,13:21:03,,,,
6,Sat,21:21:06,13:21:06,,,,
6,Sat,21:21:49,13:21:49,,,,
6,Sat,21:22:45,13:22:45,,,,
6,Sat,21:23:16,13:23:16,,,,
6,Sat,21:24:15,13:24:15,,,,
6,Sat,21:24:20,13:24:20,,,,
6,Sat,21:24:39,13:24:39,,,,
6,Sat,21:25:18,13:25:18,,,,
6,Sat,21:26:42,13:26:42,,,,
6,Sat,21:28:00,13:28:00,,,,
6,Sat,21:28:16,13:28:16,,,,
6,Sat,21:28:53,13:28:53,,,,
6,Sat,21:29:48,13:29:48,,,,
6,Sat,21:29:57,13:29:57,,,,
6,Sat,21:29:59,13:29:59,,,,
6,Sat,21:30:32,13:30:32,,,,
6,Sat,21:31:01,13:31:01,,,,
6,Sat,21:31:32,13:31:32,,,,
6,Sat,21:33:03,13:33:03,,,,
6,Sat,21:33:21,13:33:21,,,,
6,Sat,21:33:31,13:33:31,,,,
6,Sat,21:36:10,13:36:10,,,,
6,Sat,21:36:18,13:36:18,,,,
6,Sat,21:37:33,13:37:33,,,,
6,Sat,21:37:47,13:37:47,,,,
6,Sat,21:37:59,13:37:59,,,,
6,Sat,21:38:03,13:38:03,,,,
6,Sat,21:38:39,13:38:39,,,,
6,Sat,21:39:27,13:39:27,,,,
6,Sat,21:40:21,13:40:21,,,,
6,Sat,21:40:36,13:40:36,,,,
6,Sat,21:40:56,13:40:56,,,,
6,Sat,21:40:59,13:40:59,,,,
6,Sat,21:41:30,13:41:30,,,,
6,Sat,21:42:15,13:42:15,,,,
6,Sat,21:43:06,13:43:06,,,,
6,Sat,21:43:43,13:43:43,,,,
6,Sat,21:44:48,13:44:48,,,,
6,Sat,21:45:05,13:45:05,,,,
6,Sat,21:45:41,13:45:41,,,,
6,Sat,21:45:58,13:45:58,,,,
6,Sat,21:46:06,13:46:06,,,,
6,Sat,21:46:44,13:46:44,,,,
6,Sat,21:47:42,13:47:42,,,,
6,Sat,21:47:54,13:47:54,,,,
6,Sat,21:48:11,13:48:11,,,,
6,Sat,21:48:22,13:48:22,,,,
6,Sat,21:48:42,13:48:42,,,,
6,Sat,21:49:00,13:49:00,,,,
6,Sat,21:49:57,13:49:57,,,,
6,Sat,21:50:11,13:50:11,,,,
6,Sat,21:50:40,13:50:40,,,,
6,Sat,21:50:55,13:50:55,,,,
6,Sat,21:51:04,13:51:04,,,,
6,Sat,21:51:05,13:51:05,,,,
6,Sat,21:52:35,13:52:35,,,,
6,Sat,21:52:42,13:52:42,,,,
6,Sat,21:53:11,13:53:11,,,,
6,Sat,21:53:58,13:53:58,,,,
6,Sat,21:55:55,13:55:55,,,,
6,Sat,21:56:12,13:56:12,,,,
6,Sat,21:57:34,13:57:34,,,,
6,Sat,21:57:40,13:57:40,,,,
6,Sat,21:57:41,13:57:41,,,,
6,Sat,21:58:04,13:58:04,,,,
6,Sat,21:59:02,13:59:02,,,,
6,Sat,21:59:48,13:59:48,,,,
6,Sat,22:00:07,14:00:07,,,,
6,Sat,22:00:16,14:00:16,,,,
6,Sat,22:00:28,14:00:28,,,,
6,Sat,22:00:49,14:00:49,,,,
6,Sat,22:01:06,14:01:06,,,,
6,Sat,22:01:31,14:01:31,,,,
6,Sat,22:02:57,14:02:57,,,,
6,Sat,22:03:12,14:03:12,,,,
6,Sat,22:03:20,14:03:20,,,,
6,Sat,22:03:36,14:03:36,,,,
6,Sat,22:03:37,14:03:37,,,,
6,Sat,22:04:21,14:04:21,,,,
6,Sat,22:04:53,14:04:53,,,,
6,Sat,22:06:16,14:06:16,,,,
6,Sat,22:06:21,14:06:21,,,,
6,Sat,22:07:13,14:07:13,,,,
6,Sat,22:08:46,14:08:46,,,,
6,Sat,22:10:33,14:10:33,,,,
6,Sat,22:11:04,14:11:04,,,,
6,Sat,22:11:18,14:11:18,,,,
6,Sat,22:11:32,14:11:32,,,,
6,Sat,22:11:51,14:11:51,,,,
6,Sat,22:12:01,14:12:01,,,,
6,Sat,22:12:33,14:12:33,,,,
6,Sat,22:13:32,14:13:32,,,,
6,Sat,22:13:38,14:13:38,,,,
6,Sat,22:14:09,14:14:09,,,,
6,Sat,22:14:31,14:14:31,,,,
6,Sat,22:14:44,14:14:44,,,,
6,Sat,22:15:17,14:15:17,,,,
6,Sat,22:15:32,14:15:32,,,,
6,Sat,22:15:41,14:15:41,,,,
6,Sat,22:16:00,14:16:00,,,,
6,Sat,22:19:14,14:19:14,,,,
6,Sat,22:19:27,14:19:27,,,,
6,Sat,22:19:28,14:19:28,,,,
6,Sat,22:19:34,14:19:34,,,,
6,Sat,22:19:51,14:19:51,,,,
6,Sat,22:19:57,14:19:57,,,,
6,Sat,22:20:11,14:20:11,,,,
6,Sat,22:20:20,14:20:20,,,,
6,Sat,22:21:01,14:21:01,,,,
6,Sat,22:21:53,14:21:53,,,,
6,Sat,22:22:58,14:22:58,,,,
6,Sat,22:23:20,14:23:20,,,,
6,Sat,22:23:30,14:23:30,,,,
6,Sat,22:24:49,14:24:49,,,,
6,Sat,22:25:01,14:25:01,,,,
6,Sat,22:25:55,14:25:55,,,,
6,Sat,22:26:15,14:26:15,,,,
6,Sat,22:27:05,14:27:05,,,,
6,Sat,22:28:15,14:28:15,,,,
6,Sat,22:28:40,14:28:40,,,,
6,Sat,22:29:00,14:29:00,,,,
6,Sat,22:29:06,14:29:06,,,,
6,Sat,22:29:19,14:29:19,,,,
6,Sat,22:30:30,14:30:30,,,,
6,Sat,22:31:16,14:31:16,,,,
6,Sat,22:31:58,14:31:58,,,,
6,Sat,22:32:27,14:32:27,,,,
6,Sat,22:32:34,14:32:34,,,,
6,Sat,22:32:38,14:32:38,,,,
6,Sat,22:32:39,14:32:39,,,,
6,Sat,22:33:22,14:33:22,,,,
6,Sat,22:34:08,14:34:08,,,,
6,Sat,22:35:36,14:35:36,,,,
6,Sat,22:36:04,14:36:04,,,,
6,Sat,22:36:43,14:36:43,,,,
6,Sat,22:37:43,14:37:43,,,,
6,Sat,22:38:13,14:38:13,,,,
6,Sat,22:38:20,14:38:20,,,,
6,Sat,22:39:44,14:39:44,,,,
6,Sat,22:40:12,14:40:12,,,,
6,Sat,22:40:19,14:40:19,,,,
6,Sat,22:40:34,14:40:34,,,,
6,Sat,22:40:37,14:40:37,,,,
6,Sat,22:41:46,14:41:46,,,,
6,Sat,22:41:47,14:41:47,,,,
6,Sat,22:42:02,14:42:02,,,,
6,Sat,22:43:03,14:43:03,,,,
6,Sat,22:43:23,14:43:23,,,,
6,Sat,22:44:13,14:44:13,,,,
6,Sat,22:44:30,14:44:30,,,,
6,Sat,22:45:13,14:45:13,,,,
6,Sat,22:45:19,14:45:19,,,,
6,Sat,22:46:08,14:46:08,,,,
6,Sat,22:46:44,14:46:44,,,,
6,Sat,22:47:38,14:47:38,,,,
6,Sat,22:48:09,14:48:09,,,,
6,Sat,22:49:00,14:49:00,,,,
6,Sat,22:49:12,14:49:12,,,,
6,Sat,22:49:19,14:49:19,,,,
6,Sat,22:50:13,14:50:13,,,,
6,Sat,22:52:32,14:52:32,,,,
6,Sat,22:53:50,14:53:50,,,,
6,Sat,22:54:29,14:54:29,,,,
6,Sat,22:54:29,14:54:29,,,,
6,Sat,22:58:39,14:58:39,,,,
6,Sat,22:59:24,14:59:24,,,,
6,Sat,22:59:51,14:59:51,,,,
6,Sat,23:00:00,15:00:00,,,,
6,Sat,23:01:16,15:01:16,,,,
6,Sat,23:01:17,15:01:17,,,,
6,Sat,23:01:19,15:01:19,,,,
6,Sat,23:01:31,15:01:31,,,,
6,Sat,23:01:59,15:01:59,,,,
6,Sat,23:02:52,15:02:52,,,,
6,Sat,23:03:04,15:03:04,,,,
6,Sat,23:03:56,15:03:56,,,,
6,Sat,23:03:57,15:03:57,,,,
6,Sat,23:04:29,15:04:29,,,,
6,Sat,23:05:36,15:05:36,,,,
6,Sat,23:08:20,15:08:20,,,,
6,Sat,23:08:33,15:08:33,,,,
6,Sat,23:11:57,15:11:57,,,,
6,Sat,23:12:20,15:12:20,,,,
6,Sat,23:14:14,15:14:14,,,,
6,Sat,23:14:32,15:14:32,,,,
6,Sat,23:14:34,15:14:34,,,,
6,Sat,23:17:57,15:17:57,,,,
6,Sat,23:18:25,15:18:25,,,,
6,Sat,23:19:03,15:19:03,,,,
6,Sat,23:19:25,15:19:25,,,,
6,Sat,23:19:25,15:19:25,,,,
6,Sat,23:22:37,15:22:37,,,,
6,Sat,23:23:17,15:23:17,,,,
6,Sat,23:23:59,15:23:59,,,,
6,Sat,23:24:08,15:24:08,,,,
6,Sat,23:25:48,15:25:48,,,,
6,Sat,23:27:46,15:27:46,,,,
6,Sat,23:28:07,15:28:07,,,,
6,Sat,23:28:51,15:28:51,,,,
6,Sat,23:29:47,15:29:47,,,,
6,Sat,23:30:05,15:30:05,,,,
6,Sat,23:30:53,15:30:53,,,,
6,Sat,23:31:03,15:31:03,,,,
6,Sat,23:31:14,15:31:14,,,,
6,Sat,23:32:02,15:32:02,,,,
6,Sat,23:32:43,15:32:43,,,,
6,Sat,23:33:03,15:33:03,,,,
6,Sat,23:33:04,15:33:04,,,,
6,Sat,23:33:35,15:33:35,,,,
6,Sat,23:34:28,15:34:28,,,,
6,Sat,23:35:25,15:35:25,,,,
6,Sat,23:35:43,15:35:43,,,,
6,Sat,23:39:38,15:39:38,,,,
6,Sat,23:40:12,15:40:12,,,,
6,Sat,23:40:20,15:40:20,,,,
6,Sat,23:40:34,15:40:34,,,,
6,Sat,23:40:49,15:40:49,,,,
6,Sat,23:40:59,15:40:59,,,,
6,Sat,23:41:20,15:41:20,,,,
6,Sat,23:41:33,15:41:33,,,,
6,Sat,23:42:12,15:42:12,,,,
6,Sat,23:44:19,15:44:19,,,,
6,Sat,23:45:41,15:45:41,,,,
6,Sat,23:46:02,15:46:02,,,,
6,Sat,23:47:25,15:47:25,,,,
6,Sat,23:47:58,15:47:58,,,,
6,Sat,23:48:34,15:48:34,,,,
6,Sat,23:48:54,15:48:54,,,,
6,Sat,23:49:29,15:49:29,,,,
6,Sat,23:49:48,15:49:48,,,,
6,Sat,23:51:15,15:51:15,,,,
6,Sat,23:52:30,15:52:30,,,,
6,Sat,23:52:30,15:52:30,,,,
6,Sat,23:53:11,15:53:11,,,,
6,Sat,23:53:35,15:53:35,,,,
6,Sat,23:55:05,15:55:05,,,,
6,Sat,23:55:59,15:55:59,,,,
6,Sat,23:56:23,15:56:23,,,,
